news_headline,news_article,news_category
India to soon be manufacturing hub of space assets: PM Modi to space industry,"Prime Minister Narendra Modi in his interaction with the space sector's key industries, startups and academia expressed that India will soon become a manufacturing hub of space assets. He also assured participants that they will be co-passengers with ISRO in this age of space research. He added that private investment in the sector will lead to creation of hi-tech jobs.",science
China to open world's largest radio telescope to int'l scientists in April,"China will officially open the world's largest single-dish radio telescope to international scientists, starting April 1. The 500-metre Aperture Spherical radio Telescope (FAST) has a diameter of half a kilometre and had started operations in January last year. It has a receiving area equivalent to about 30 football fields.",science
Tim Paine issues clarification over Steve Smith scuffing batting mark controversy,"Referring to Steve Smith scuffing Rishabh Pant's batting mark, Australia captain Tim Paine issued a clarification, saying that he does that every single match, five or six times a day. ""He's always standing in the batting crease, shadow batting,"" Paine added. ""He wasn't by any stretch of the imagination trying to change guard or do anything like that,"" Paine stated.",sports
RSS' Pratinidhi Sabha meet to be held in B'luru in March: Reports,"The RSS will reportedly hold a meeting of Akhil Bharatiya Pratinidhi Sabha (ABPS), its highest decision-making body, on March 19 and 20. As per reports, the meeting was scheduled to take place in Bengaluru in March last year but could not take place due to the COVID-19 pandemic. This year, the representatives are likely to elect new Sarkaryavah, reports stated.",politics
Intact Ice Age-era woolly rhino discovered in Siberia,"Paleontologists have found one of the best-preserved specimens of an Ice Age-era woolly rhino to date in Siberia. The rhino is believed to have lived in the late Pleistocene era, anywhere between 20,000 and 50,000 years ago. It was discovered with all its limbs, some of its organs including part of the intestines, its tusk and a lump of fat.

",science
New mutations in malaria parasite behind preventive drug resistance: Study,"LSHTM researchers have said new mutations that enhance resistance to a drug used to prevent malaria in pregnant women and children are already common in countries fighting the disease. Mutations in two genes in the parasite plasmodium falciparum offer resistance to sulfadoxine-pyrimethamine, but recently, mutations related to resistance were discovered in a third gene, pfgch1.",science
No attempt to murder by protesters who dumped cow dung: Punjab CM,"Punjab CM Captain Amarinder Singh has ordered the withdrawal of an attempt to murder case against protesters who dumped cow dung outside a BJP leader's house. He also ordered the transfer of the SHO who registered the case, saying he had gone overboard. Protesters had unloaded a trolley carrying cow dung in front of former Punjab Minister Tikshan Sud's house.",politics
"Flies turn into 'zombies' when infected by new fungi species, scientists discover","Scientists in Denmark have discovered two new fungi species that 'zombify' flies and eject spores out of a large hole in the insect's abdomen ""like small rockets"". The fungi bore holes in the host but keep it alive with an amphetamine-like substance. The flies then buzz around for days, sprinkling more spores on other victims.",science
"Tesla looking for sale, charging sites in Mumbai: Report","Elon Musk-led Tesla has launched an extensive exercise to look for sites for sale and marketing of its electric cars which will be imported initially, reported The Free Press Journal. The company will also reportedly speak to Tata Power and Adani Electricity for its charging facilities. The company has also sought the intervention of the Maharashtra government, it reported.",automobile
"TDP leader murdered in Andhra Pradesh, 2nd such killing in a week","Telugu Desam Party (TDP) leader Puramsetti Ankulu was allegedly murdered in Andhra Pradesh's Guntur district on Sunday night. His body was found at an under-construction apartment complex. A TDP leader alleged that it was a ""cold-blooded murder"" by Yuvajana Sramika Rythu Congress (YSRC) party. Another TDP leader Nandam Subbaiah was killed in Proddatur last week.",politics
Pygmy possum found on Australian island after fears of wipeout by bushfires,"A little pygmy possum has been found on Kangaroo Island for the first time since bushfires destroyed most of their habitat last year. The spotting comes after it was feared that the pygmy, one of the smallest possums in the world, were wiped out from the South Australian island. The tiny mammals are smaller than an adult's thumb.",science
I've already come up with a couple of different plans for Rahane: Lyon,"Talking about the Sydney Test, Australia spinner Nathan Lyon said Ajinkya Rahane played him well at Melbourne so he has come up with ""a couple of different plans"" for him. ""Rahane is...a world-class batter which...helps with everything. He doesn't seem to get flustered too much, he doesn't buy into any sledging...He's a pretty calm and collected batter,"" Lyon added. ",sports
US startup claims to have made 1st 'no charging' solar EV,"US-based Aptera Motors has introduced the ""first solar electric vehicle"" that requires ""no charging"" for most daily use and has a range of up to over 1,600 kilometres per full charge. Every Aptera is designed to harvest enough sunlight to travel over 17,702 kilometres per year in most regions. Liquid-cooled electric motors propel Aptera from 0-100 kilometres/hour in 3.5 seconds.",automobile
37-yr-old Shaun Marsh in contention for opening role in Test series vs India,"On being asked about the possibility of 37-year-old Shaun Marsh opening for Australia in the Test series against India, head coach Justin Langer said, ""You never discriminate against age."" Marsh, who last played a Test in January 2019, has scored three hundreds in his last four games for Western Australia in the Sheffield Shield this season. ",sports
IIT Roorkee makes biosensor to detect harmful detergent pollutant,"IIT Roorkee claims to have developed world's first specific reliable bacterial biosensor that detects the presence of environmental pollutant, Sodium Dodecyl Sulphate. It's highly specific for SDS and has minimal interference from other detergents, metals and inorganic ions present in the environment. It showed a satisfactory and reproducible recovery rate for SDS detection in real water samples.",science
"Melbourne Renegades get all out for 60, suffer biggest defeat in history of BBL","Aaron Finch-led Melbourne Renegades got all out for just 60 runs in 10.4 overs while chasing down the target of 206 against Sydney Sixers in a Big Bash League match on Sunday. Melbourne Renegades' 145-run loss is the biggest defeat for a team in the entire history of Big Bash League. Further, their 60-run total is the second-lowest BBL total.",sports
"Shane Warne trolls Rishabh Pant over sunglasses, gets trolled by fans","Ex-Australia spinner Shane Warne trolled Rishabh Pant over his sunglasses while commentating in Brisbane Test. ""Straight out of the service station?"" Warne commented on Pant's shades. A journalist tweeted images of Warne wearing different sunglasses, writing, ""Warne having the gall to call out anyone's taste in sunglasses."" Another wrote, ""Some late entries into Warne sunglasses hall of shame.""",sports
US' health protection agency updates definition of COVID-19 'close contact',"US' health protection agency CDC has updated its definition of 'close contact' of someone with coronavirus. According to the previous definition, close contact meant spending 15 minutes within 6 feet of an infected person. It's been changed to a total of 15 minutes or more, meaning multiple encounters that add up to 15 minutes over a 24-hour period also count.",science
